,page_id,title,attribute,text_offset_start_line_id,text_offset_start_offset,text_text,html_offset_start_line_id,html_offset_start_offset,html_text,text_offset_end_line_id,text_offset_end_offset,html_offset_end_line_id,html_offset_end_offset,system_03011,system_10011,system_05010,system_07011,system_02010,system_01011,text_offset_start,text_offset_end,html_offset_start,html_offset_end,correct,worker_Lns201407,worker_marble00,worker_tokumei3578,worker_MasatoYoshihara,worker_kisaran455,worker_diamante007,worker_stonewood,worker_recluse,worker_hona15,worker_tidy-blues,worker_uni-7188,worker_DNF38,worker_angari14,worker_kanatalanc,worker_bungoya_t,worker_ch_ch,worker_tomur106,worker_tomomintea,worker_kumin1,worker_momo_41049,worker_myu-2,worker_kuruupu,worker_minasenantoka,worker_mmm07r,worker_ubermensch,worker_pssky,worker_bvglp11,worker_nekoNO1,worker_mochachi,worker_huku1,worker_rinaria_tia,worker_kitajima,worker_ekd00,worker_ripmaykoro05one,worker_kitanokenta,worker_dorae1019,worker_asokoha,worker_bpktwn8181,worker_lanamaace,worker_takahiro0655,worker_chihiro999,worker_natsu-68,worker_kyaitokosan2,worker_lan1374,worker_doraiai51,worker_banas,worker_u2424,worker_rechard,worker_hyro_8333,worker_fayefaye,worker_burrell1931,worker_wata_yuki,worker_varacuda,worker_yuna1127,worker_PFOG0112,worker_lc02102,worker_mas_529,worker_akkun1,worker_tapdancemisei,worker_nyantakun,worker_inui,worker_MsaTK84,worker_shoun,worker_fujikao19,worker_kazu_mission,worker_komichi21,worker_hysq77,worker_cubebox,worker_yy-yamazaki,worker_r_a_g_55,worker_m-mon2,worker_ca2_se_9ci,worker_neroli_83574,worker_5c5d6c949acf2,worker_ralance,worker_miumiu-001,worker_imati,worker_suxsun0147,worker_emuxa345,worker_217murakami,worker_peka,worker_toscp,worker_truenoAE101,worker_mayumi_ogiuchi,worker_Kaocang46,worker_monmon333,worker_Luke_Sky,worker_koujikouji44,worker_ai_ka,worker_panpan1,worker_aladdin,worker_tamori,worker_monmon3,worker_tomotw,worker_lanlanshiy,worker_Tea-Sky,worker_cm8672,worker_hiroshi1624,worker_smozby,worker_mosa1017,worker_y-Nishin,worker_makiwo,worker_na-ko51,worker_lcptn15,worker_yukikou,worker_kyoushinrie,worker_mabu3,worker_maf111,worker_kuronyachi,worker_uemon-no-jou,worker_Weetabix,worker_hima_write,worker_kakiagezan,worker_ammer1022,worker_norynory,worker_st001,worker_hiyusutsugeshi,worker_moaimoai,worker_ako819,worker_shamneko,worker_hideo_ueda,worker_schuman48,worker_taberun3,worker_shirochansan,worker_ken_sio_2211,worker_Nao0101,worker_MorryBK,worker_toyo_1968,worker_mumu18650,worker_kusiro509,worker_tamic,worker_beiko777,worker_BK_WORKS,worker_Sato-fr,worker_lanctaro24,worker_lilybenzo810,worker_z129,worker_korokorokun,worker_muzieak1968,worker_m4AfTvGY,worker_kazuya23001,worker_y-ichii,worker_hey8,worker_miniC1kame,count_yes,count_no,count_na,MV
7581,666291,天池,国,37,14,北朝鮮,37,278,北朝鮮,37,17,37,281,,True,True,,True,,6114,6117,9132,9135,True,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
7815,679269,ルツェルン湖,名前の謂れ,44,24,とは、「4つの森の州(カントン)の湖」の意味で、,44,31,"とは、「4つの森の<a href=""/index.php/%E3%82%B9%E3%82%A4%E3%82%B9%E3%81%AE%E5%9C%B0%E6%96%B9%E8%A1%8C%E6%94%BF%E5%8C%BA%E7%94%BB"" title=""スイスの地方行政区画"">州(カントン)</a>の湖」の意味で、",44,48,44,190,,,,,True,,2453,2477,7815,7974,False,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
7893,687963,藺牟田池,動物,70,73,ブラックバス,70,782,ブラックバス,70,79,70,788,True,,True,True,,,3191,3197,12218,12224,True,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,na,,yes,,,,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,yes
4915,2978850,パウエル湖,湖岸の地域区分,55,34,アリゾナ州,55,374,アリゾナ州,55,39,55,379,True,,,,,,6743,6748,15239,15244,True,,yes,,,,yes,,,yes,,yes,,yes,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,yes
1744,159245,ミシガン湖,成因,47,0,氷河,47,61,氷河,47,2,47,63,True,,,,,,2693,2695,10914,10916,False,,yes,,,,yes,,,yes,,yes,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,yes
785,1303518,テ・アナウ湖,所在地,36,16,南島サウスランド地方サウスランド地区,36,426,"南島</a><a href=""/index.php/%E3%82%B5%E3%82%A6%E3%82%B9%E3%83%A9%E3%83%B3%E3%83%89%E5%9C%B0%E6%96%B9"" title=""サウスランド地方"">サウスランド地方</a><a href=""/index.php?title=%E3%82%B5%E3%82%A6%E3%82%B9%E3%83%A9%E3%83%B3%E3%83%89%E5%9C%B0%E5%8C%BA&amp;action=edit&amp;redlink=1"" class=""new"" title=""サウスランド地区 (存在しないページ)"">サウスランド地区",36,34,36,733,True,,,,,,2239,2257,5077,5384,True,,yes,,,,yes,,,yes,,yes,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
765,1250740,ミラックス湖,動物,36,145,カワカマス,36,835,カワカマス,36,150,36,840,True,,,True,True,,2479,2484,6764,6769,True,,yes,,,,yes,,,yes,,yes,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
4645,2966274,女神湖,所在地,37,0,長野県北佐久郡立科町大字芦田八ヶ野,37,61,"長野県</a><a href=""/index.php/%E5%8C%97%E4%BD%90%E4%B9%85%E9%83%A1"" title=""北佐久郡"">北佐久郡</a><a href=""/index.php/%E7%AB%8B%E7%A7%91%E7%94%BA"" title=""立科町"">立科町</a>大字芦田八ヶ野",37,17,37,222,True,,,,,,2365,2382,5085,5246,False,,yes,,,,yes,,,yes,,yes,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
6708,530799,深泥池,別名,95,63,みぞろがいけ,95,80,み<b>ぞ</b>ろがいけ,95,69,95,93,True,,,,,,3946,3952,15027,15040,False,,,,,,yes,yes,,,,,,yes,,,,,,,,,,,,,yes,,no,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,yes
7514,54796,カスピ海,名前の謂れ,61,252,南岸のイランの地名から「マーザンダラーン海」,61,1365,南岸のイランの地名から「マーザンダラーン海」,61,274,61,1387,,,,,True,,6936,6958,19925,19947,False,,,,,,no,yes,,,,,,yes,,,,,,,,,,,,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,yes
2398,192531,ヴァン湖,島,75,85,ヴァン,75,808,ヴァン,75,88,75,811,True,,,,,,7347,7350,22891,22894,False,,,,,,yes,no,,,,,,no,,,,,,,,,,,,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,no,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,no
1795,159245,ミシガン湖,公園,55,108,マニスティー国立公園,55,782,マニスティー国立公園,55,118,55,792,True,True,,True,True,,3444,3454,15799,15809,False,,,,,,yes,yes,,,,,,yes,,,,,,,,,,,,,yes,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,no,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
4232,2519245,東湖 (武漢市),種類,36,76,湖,36,560,湖,36,77,36,561,,,,,True,,2495,2496,5397,5398,False,,,,,,yes,yes,,,,,,yes,,,,,,,,,,,,,yes,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,no,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
5423,3249598,水尻池,動物,91,70,ヒシクイ,91,1124,ヒシクイ,91,74,91,1128,True,,True,True,True,,3870,3874,24478,24482,True,,,,,,yes,yes,,,,,no,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
4471,27167,支笏湖,別名,147,42,死骨湖,147,49,死骨湖,147,45,147,52,,,,True,,,4567,4570,21597,21600,False,,,,,,yes,yes,,,,,no,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,yes
1584,1564352,大鳥池,種類,62,23,湖,62,101,湖,62,24,62,102,True,,,True,True,,2693,2694,10154,10155,True,,,,,,yes,yes,,,,,yes,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
1989,1690143,トラウン湖,湖岸の地域区分,43,16,エーベンゼー,43,189,エーベンゼー,43,22,43,195,True,,,,True,,2469,2475,7594,7600,True,,,,,,yes,no,,,,,no,no,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,0,yes
7688,666576,宍塚大池,動物,81,9,ヒシ,81,198,ヒシ,81,11,81,200,True,,True,True,True,,3240,3242,14656,14658,False,,,,no,,,,,,,,,yes,no,,no,,,,,,no,,,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,no,,,,,,,,,,yes,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,no
1759,159245,ミシガン湖,最大水深,52,23,281m,52,211,"281<a href=""/index.php/%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""メートル"">m",52,27,52,286,True,True,True,True,True,,2907,2911,13039,13114,True,,,,yes,,,,,,,,,yes,yes,,yes,,,,,,yes,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
1941,1681666,ツーク湖,別名,48,19,鯉,48,105,鯉,48,20,48,106,,True,,,,,2486,2487,7962,7963,False,,,,no,,,,,,,,,no,no,,no,,,,,,no,,,,,,,,,,no,,,,,,,,,no,,,,,,,,,,,,,,no,,,,,,,,,,na,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,1,no
1813,159245,ミシガン湖,周囲長,42,0,"2,656  km",42,0,"2,656  <a href=""/index.php/%E3%82%AD%E3%83%AD%E3%83%A1%E3%83%BC%E3%83%88%E3%83%AB"" title=""キロメートル"">km",42,9,42,100,,True,True,True,True,True,2639,2648,9593,9693,True,,,,yes,,,,,,,,,yes,yes,,yes,,,,,,yes,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
3111,2159741,ヤムドク湖,所在地,36,7,チベット自治区山南市ナンカルツェ県,36,213,"チベット自治区</a><a href=""/index.php/%E5%B1%B1%E5%8D%97%E5%B8%82"" title=""山南市"">山南市</a><a href=""/index.php/%E3%83%8A%E3%83%B3%E3%82%AB%E3%83%AB%E3%83%84%E3%82%A7%E7%9C%8C"" title=""ナンカルツェ県"">ナンカルツェ県",36,24,36,400,True,True,True,True,True,,2255,2272,4897,5084,True,,,,yes,,,,,,,,,yes,yes,,yes,,,,,,na,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,1,yes
5043,2978850,パウエル湖,動物,177,1,サンフィッシュ,177,116,サンフィッシュ,177,8,177,123,True,,,,True,,11948,11955,31476,31483,True,,,,,yes,,,,yes,,,,,,,,,,no,,,yes,,,,,,,,,,yes,,,,,,,,,,yes,,,,,no,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0,yes
2308,183867,中禅寺湖,別名,85,63,コイ,85,401,コイ,85,65,85,403,,True,,,,,3557,3559,16573,16575,False,,,,,no,,,,no,,,,,,,,,,no,,,no,,,,,,,,,,no,,,,,,,,,,no,,,,,no,,,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,no
52,1014896,小堤西池,別名,66,43,セスジイトトンボ,66,337,セスジイトトンボ,66,51,66,345,,True,,,,,3174,3182,11337,11345,False,,,,,no,,,,no,,,,,,,,,,no,,,no,,,,,,,,,,no,,,,,,,,,,no,,,,,no,,,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,no
5456,3249598,水尻池,動物,194,29,ホシハジロ,194,327,ホシハジロ,194,34,194,332,True,,,,True,,10265,10270,62384,62389,True,,,,,yes,,,,na,,,,,,,,,,no,,,yes,,,,,,,,,,na,,,,,,,,,,yes,,,,,na,,,yes,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,5,yes
6792,530799,深泥池,植物,112,5,ミツガシワ,112,89,ミツガシワ,112,10,112,94,,True,,,,,5424,5429,22512,22517,True,yes,,yes,,,,yes,yes,,yes,,,,yes,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
1865,1594389,風吹大池,島,41,76,北緯36度48分48秒,41,1384,北緯36度48分48秒,41,87,41,1395,,True,,,,,2330,2341,6749,6760,False,no,,no,,,,no,no,,no,,,,yes,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,no
4766,2966274,女神湖,動物,51,61,赤沼溜池,51,516,赤沼溜池,51,65,51,520,,True,,,,,2894,2898,11908,11912,False,no,,no,,,,no,no,,no,,,,no,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
8595,97785,オンタリオ湖,水質（淡水・汽水）,48,0,淡水,48,0,淡水,48,2,48,2,,True,True,True,True,True,2779,2781,11226,11228,True,yes,,yes,,,,no,yes,,yes,,,,yes,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
4967,2978850,パウエル湖,種類,87,208,ダム,87,215,ダム,87,210,87,217,,True,,,,,9356,9358,24350,24352,False,yes,,yes,,,,no,no,,no,,,,yes,,,,,,,,,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,0,no
4728,2966274,女神湖,名前の謂れ,70,136,「めのかみ」と読む,70,965,「めのかみ」と読む,70,145,70,974,True,,,,,,3230,3239,15794,15803,False,,,,,,,yes,,yes,,,,yes,,,,,,,,,,yes,,,,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,7,3,0,yes
3843,2378497,クヴィータゥルヴァトン湖,流入・流出河川,38,6,川,38,160,川,38,7,38,161,,,,True,,,6082,6083,10892,10893,False,,,,,,,no,,no,,,,yes,,,,,,,,,,no,,,,,yes,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,,,,,,,,,,,,,,,,,,,,4,4,2,yes
7785,679269,ルツェルン湖,国,43,27,スイス,43,98,スイス,43,30,43,101,True,True,,True,True,,2348,2351,6952,6955,True,,,,,,,yes,,yes,,,,yes,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,10,0,0,yes
2718,196428,印旛沼,種類,86,39,沼,86,158,沼,86,40,86,159,,,,True,True,,2948,2949,14187,14188,False,,,,,,,no,,,,,,,yes,,,,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,9,1,0,yes
347,1096642,荒川第一調節池,種類,92,475,調節池,92,2267,調節池,92,478,92,2270,,True,,True,,,4028,4031,17366,17369,True,,,,,,,no,,,,,,,yes,,,,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,na,,,,,,,,,,yes,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,7,2,1,yes
2826,196428,印旛沼,水面標高,47,0,灌漑期 2.5 (Y.P.),47,0,灌漑期 2.5 (Y.P.),47,14,47,14,,True,,,,,2651,2665,9055,9069,False,,,,,,,yes,,,,,,,yes,,,,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,10,0,0,yes
3767,2358976,グリムスヴォトン,種類,76,36,氷河湖,76,272,氷河湖,76,39,76,275,,,,True,,,3708,3711,17012,17015,False,,,,,,,no,,,,,,,yes,,,,,,,,,,no,,yes,,,,,,,,,,,,no,,,,,,,,,,,,,,,,yes,,,,na,,,,,,,,,,no,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,5,4,1,yes
2055,172318,チミケップ湖,形成時期,65,0,約一万年前,65,3,約一万年前,65,5,65,8,True,True,,True,,,2790,2795,12744,12749,True,,,,,,,yes,,,,,,,yes,,,,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,10,0,0,yes
583,1146256,ピエリネン湖,水面標高,35,116,93.7m,35,351,93.7m,35,121,35,356,True,True,True,True,True,,2334,2339,4639,4644,True,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,yes
4994,2978850,パウエル湖,水面標高,54,35,1,54,55,1,54,36,54,56,,True,,,,,6658,6659,14531,14532,False,,,,,,,,no,,,,no,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,no,,,,,,no,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,no,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,no
4210,2493111,香林寺池,名前の謂れ,48,62,北方に所在している「香林寺」にちなんだものである,48,303,北方に所在している「香林寺」にちなんだものである,48,86,48,327,,,True,,,,2432,2456,6012,6036,False,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,0,yes
5403,3249598,水尻池,産業,111,150,漁業補償金,111,1248,漁業補償金,111,155,111,1253,True,,,,,,6108,6113,38968,38973,False,,,,,,,,no,,,,no,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,no,,,,,,no,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,no,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,no
4833,2978850,パウエル湖,所在地,56,36,ニューメキシコ州,56,340,ニューメキシコ州,56,44,56,348,,,True,True,,,7458,7466,18531,18539,False,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,no,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,7,3,0,yes
5695,3260984,モエリス湖,産業,37,119,漁,37,403,漁,37,120,37,404,,,,,True,,2630,2631,5768,5769,False,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,no,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,yes,,,no,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,6,4,0,yes
1302,143182,木崎湖,別名,96,5,キザキマス,96,13,キザキマス,96,10,96,18,,True,,,,,3927,3932,18219,18224,False,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,no,no,,,no,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,,,,2,8,0,no
3639,2280167,プレスパ湖,産業,50,115,観光,50,237,観光,50,117,50,239,,,,,True,,7274,7276,14871,14873,False,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,yes,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,10,0,0,yes
5303,312243,ベール湖,流入・流出河川,51,229,ローヴ運河,51,554,ローヴ運河,51,234,51,559,,True,,,,,3030,3035,11356,11361,True,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,yes,yes,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,no,yes,,,,,,,,,,,,,,,,,9,1,0,yes
